User ID,Name,Age,Gender,Area of Residence,Specific Address,Destination Address,Aadhaar Number,Time of Departure,Preferred Mode of Travel,Frequency of Commute in a Week,Occupation,Fellow Commuter Age Preference,Fellow Commuter Gender Preference,Car Owner,Vehicle Details,Average Commute Distance (km),Comfort with Carpooling,Peak Demand,Emergency Contact Number,Incentive Preference,Cost Sharing Preference,index,max_ppl,final rating,Index,Max People in Carpool
U4356,Shreyansh Suri,33,Female,Dadar,"38 D Lane, Juhu","15 D Avenue, Navi Mumbai",263150825399,10:17,Personal Car,5,Engineer,37-47,Same,True,None,15.8,Very Comfortable,Off-Peak,+91 40776 2048,Yes,Equal,4356.0,3,5,4356.0,2
U4357,Ritvik Chawla,23,Male,Parel,"12 D Lane, Worli","14 C Street, Powai",234484605789,16:20,Personal Car,3,Lawyer,38-48,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 60210 3848,Yes,Equal,4357.0,3,3,4357.0,4
U4358,Tejas Patil,49,Female,Dadar,"84 A Street, Juhu","15 D Avenue, Navi Mumbai",620866149109,13:18,Uber,4,Teacher,17-27,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 21814 2336,Yes,Equal,4358.0,3,3,4358.0,4
U4359,Aniket Luthra,54,Female,Parel,"66 A Avenue, Powai","68 B Lane, Worli",860240271401,16:37,Uber,7,Lawyer,35-45,No Preference,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 73043 3891,Yes,Equal,4359.0,3,4,4359.0,3
U4360,Anaya Gupta,46,Male,Nariman Point,"19 C Road, Juhu","10 D Street, Juhu",766669723372,12:24,Ola,1,Teacher,24-34,Same,True,None,15.8,Somewhat Comfortable,Peak,+91 74318 5854,Yes,Equal,4360.0,3,4,4360.0,2
U4361,Parth Patil,20,Female,Andheri,"87 C Lane, Goregaon","4 A Street, Juhu",826486596374,10:23,Ola,7,Chef,43-53,No Preference,True,None,15.8,Very Uncomfortable,Off-Peak,+91 91125 4261,No,Equal,4361.0,3,3,4361.0,4
U4362,Vedant Krishnamurthy,48,Other,Powai,"2 D Street, Bandra","15 D Avenue, Navi Mumbai",158286964125,12:43,Ola,6,Teacher,20-30,Same,False,None,15.8,Very Uncomfortable,Peak,+91 36435 7149,Yes,Equal,4362.0,3,3,4362.0,4
U4363,Aamna Singh,20,Male,Worli,"81 A Street, Goregaon","95 D Street, Bandra",150530125439,12:32,Ola,1,Engineer,41-51,No Preference,False,None,15.8,Very Uncomfortable,Peak,+91 25023 3815,Yes,Equal,4363.0,3,5,4363.0,3
U4364,Kushagra Chandra,27,Female,Parel,"83 B Lane, Bandra","77 C Lane, Dadar",925165103322,6:30,Personal Car,6,Chef,42-52,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 63898 7279,No,Proportional,4364.0,3,4,4364.0,3
U4365,Harshit Lal,50,Female,Nariman Point,"12 A Street, Juhu","15 D Avenue, Navi Mumbai",114062387988,16:49,Uber,4,Other,31-41,No Preference,False,None,15.8,Very Uncomfortable,Off-Peak,+91 79543 3988,Yes,Equal,4365.0,3,4,4365.0,3
U4366,Abhinav Joseph,39,Female,Juhu,"46 B Road, Juhu","85 B Lane, Dadar",506215966106,18:44,Indrive,7,Manager,30-40,No Preference,True,None,15.8,Neutral,Peak,+91 80487 3913,No,Equal,4366.0,3,3,4366.0,2
U4367,Harshit Bhagat,38,Female,Dadar,"65 B Street, Juhu","15 D Avenue, Navi Mumbai",477593736078,13:26,Indrive,6,Other,27-37,No Preference,False,None,15.8,Somewhat Uncomfortable,Peak,+91 70339 3063,Yes,Proportional,4367.0,3,3,4367.0,4
U4368,Ranbir Nambiar,46,Male,Bandra,"1 D Avenue, Nariman Point","15 D Avenue, Navi Mumbai",711100334744,9:58,Uber,2,Other,38-48,No Preference,False,None,15.8,Very Comfortable,Off-Peak,+91 99440 8627,No,Equal,4368.0,3,4,4368.0,3
U4369,Shreya Fernandes,48,Male,Bandra,"38 B Avenue, Dadar","15 D Avenue, Navi Mumbai",490719940638,18:50,Uber,3,Engineer,20-30,Same,True,None,15.8,Somewhat Comfortable,Peak,+91 40970 6758,Yes,Proportional,4369.0,3,5,4369.0,2
U4370,Aadi Sethi,45,Male,Andheri,"89 B Avenue, Bandra","94 B Road, Parel",192512675779,6:58,Ola,4,Teacher,26-36,No Preference,False,None,15.8,Very Uncomfortable,Peak,+91 10329 3333,Yes,Equal,4370.0,3,4,4370.0,2
U4371,Reyaansh Fernandes,20,Female,Worli,"90 C Avenue, Worli","69 B Road, Parel",837494408907,19:52,Indrive,3,Engineer,39-49,Same,True,None,15.8,Neutral,Peak,+91 81969 7808,Yes,Proportional,4371.0,3,4,4371.0,2
U4372,Yusuf Naidu,37,Male,Juhu,"61 C Lane, Powai","15 D Avenue, Navi Mumbai",431890653847,21:57,Uber,5,Entrepreneur,40-50,No Preference,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 80982 1696,No,Proportional,4372.0,3,5,4372.0,2
U4373,Myra Rajagopal,21,Female,Powai,"82 C Road, Colaba","15 D Avenue, Navi Mumbai",846494170991,6:24,Uber,5,Designer,39-49,No Preference,True,None,15.8,Neutral,Peak,+91 70657 9662,Yes,Equal,4373.0,3,3,4373.0,2
U4374,Navya Dsouza,27,Male,Colaba,"46 B Road, Colaba","15 D Avenue, Navi Mumbai",770923178882,7:25,Uber,4,Doctor,26-36,Same,False,None,15.8,Neutral,Peak,+91 76825 8170,No,Proportional,4374.0,3,5,4374.0,3
U4375,Diya Chatterjee,22,Male,Goregaon,"3 D Street, Juhu","15 D Avenue, Navi Mumbai",701079358922,20:53,Uber,4,Artist,16-26,Same,True,None,15.8,Neutral,Peak,+91 50609 9155,No,Equal,4375.0,3,4,4375.0,3
U4376,Yusuf Shukla,55,Male,Juhu,"75 B Lane, Goregaon","15 D Avenue, Navi Mumbai",210201062678,10:41,Uber,2,Lawyer,30-40,No Preference,False,None,15.8,Neutral,Peak,+91 63384 1047,Yes,Proportional,4376.0,3,5,4376.0,2
U4377,Reyaansh Saxena,36,Female,Worli,"11 C Street, Worli","70 A Street, Andheri",556258913451,8:11,Ola,7,Engineer,29-39,No Preference,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 65550 2391,Yes,Proportional,4377.0,3,4,4377.0,3
U4378,Lavanya Pandey,20,Male,Goregaon,"19 B Lane, Goregaon","50 D Lane, Worli",498700353355,20:18,Indrive,4,Entrepreneur,21-31,Same,False,None,15.8,Very Comfortable,Peak,+91 94041 8902,No,Equal,4378.0,3,4,4378.0,3
U4379,Aayush Goel,19,Female,Andheri,"59 A Road, Juhu","15 D Avenue, Navi Mumbai",267372273821,19:41,Uber,4,Manager,39-49,No Preference,True,None,15.8,Very Uncomfortable,Peak,+91 90704 7594,No,Not Interested,4379.0,3,3,4379.0,4
U4380,Advait Bhatia,24,Male,Goregaon,"78 A Lane, Dadar","15 D Avenue, Navi Mumbai",317338907269,19:29,Uber,7,Manager,30-40,No Preference,False,None,15.8,Somewhat Comfortable,Peak,+91 52433 5080,No,Proportional,4380.0,3,3,4380.0,2
U4381,Akshara Vijayan,37,Female,Powai,"93 D Street, Goregaon","82 D Road, Dadar",926871816761,11:18,Ola,3,Chef,40-50,Same,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 98809 9168,Yes,Proportional,4381.0,3,4,4381.0,3
U4382,Aamna Dsouza,37,Female,Colaba,"68 B Street, Worli","21 C Lane, Juhu",766292417549,19:51,Indrive,1,Doctor,32-42,Same,True,None,15.8,Very Uncomfortable,Off-Peak,+91 17131 9336,Yes,Proportional,4382.0,3,4,4382.0,2
U4383,Samarth Mehra,46,Female,Andheri,"90 B Street, Powai","15 D Avenue, Navi Mumbai",110264155894,17:45,Uber,7,Chef,25-35,Same,False,None,15.8,Somewhat Uncomfortable,Peak,+91 57714 5811,Yes,Equal,4383.0,3,5,4383.0,3
U4384,Ahana Dhawan,41,Female,Andheri,"90 B Street, Juhu","15 C Street, Nariman Point",706881797034,20:53,Personal Car,1,Entrepreneur,15-25,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 12036 4509,No,Equal,4384.0,3,5,4384.0,3
U4385,Suryansh Kaul,35,Female,Bandra,"4 B Street, Colaba","4 B Road, Goregaon",897441167565,12:37,Uber,5,Engineer,35-45,No Preference,True,None,15.8,Very Uncomfortable,Peak,+91 30451 2575,Yes,Equal,4385.0,3,2,4385.0,4
U4386,Aadit Verma,49,Male,Bandra,"65 C Avenue, Goregaon","87 C Road, Powai",937025223307,14:50,Ola,3,Manager,37-47,No Preference,True,None,15.8,Neutral,Peak,+91 19634 5916,Yes,Equal,4386.0,3,5,4386.0,4
U4387,Mohammad Luthra,56,Male,Juhu,"85 A Road, Bandra","67 B Road, Powai",341041104865,13:50,Indrive,6,Entrepreneur,38-48,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 20665 6472,Yes,Proportional,4387.0,3,5,4387.0,4
U4388,Darsh Lal,35,Female,Nariman Point,"12 A Street, Dadar","15 D Avenue, Navi Mumbai",497740264427,20:29,Personal Car,1,Engineer,19-29,Same,True,None,15.8,Very Comfortable,Off-Peak,+91 76580 7595,No,Proportional,4388.0,3,2,4388.0,4
U4389,Anaisha Mathur,20,Female,Worli,"6 A Street, Parel","86 A Road, Juhu",989913916080,6:16,Uber,7,Doctor,26-36,Same,False,None,15.8,Somewhat Comfortable,Peak,+91 44438 7646,Yes,Proportional,4389.0,3,5,4389.0,3
U4390,Navya Kaul,45,Male,Powai,"53 A Street, Goregaon","99 B Lane, Parel",280127094611,13:42,Ola,3,Designer,38-48,No Preference,True,None,15.8,Neutral,Peak,+91 51882 5125,No,Equal,4390.0,3,3,4390.0,3
U4391,Sana Bedi,56,Female,Nariman Point,"27 B Avenue, Dadar","64 D Avenue, Goregaon",319152117330,15:15,Ola,1,Lawyer,32-42,No Preference,True,None,15.8,Very Uncomfortable,Off-Peak,+91 16440 4695,No,Equal,4391.0,3,5,4391.0,2
U4392,Ahana Doshi,42,Male,Bandra,"15 D Road, Worli","15 D Avenue, Navi Mumbai",189565767736,8:38,Indrive,6,Chef,23-33,No Preference,False,None,15.8,Somewhat Uncomfortable,Peak,+91 72100 9647,No,Equal,4392.0,3,3,4392.0,3
U4393,Ananya Raju,23,Male,Juhu,"91 B Street, Colaba","18 C Street, Juhu",273329686280,11:17,Indrive,5,Designer,34-44,Same,False,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 73295 7044,No,Proportional,4393.0,3,5,4393.0,2
U4394,Aryan Rana,44,Female,Dadar,"7 C Lane, Powai","88 C Lane, Nariman Point",287565579282,21:20,Indrive,2,Artist,24-34,Same,False,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 29769 6439,Yes,Proportional,4394.0,3,4,4394.0,2
U4395,Aditya Marwah,39,Female,Dadar,"11 A Avenue, Parel","23 C Road, Powai",703152850992,8:32,Indrive,6,Lawyer,39-49,Same,False,None,15.8,Somewhat Uncomfortable,Peak,+91 52482 4159,No,Equal,4395.0,3,4,4395.0,4
U4396,Shaurya Saxena,29,Female,Nariman Point,"61 B Lane, Goregaon","15 D Avenue, Navi Mumbai",475296516849,6:55,Uber,5,Chef,37-47,Same,True,None,15.8,Very Uncomfortable,Peak,+91 22952 7712,Yes,Proportional,4396.0,3,4,4396.0,4
U4397,Krishna Doshi,32,Female,Dadar,"82 A Avenue, Andheri","15 D Avenue, Navi Mumbai",382802498244,21:17,Personal Car,6,Designer,35-45,No Preference,False,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 64060 1970,Yes,Equal,4397.0,3,3,4397.0,2
U4398,Sai Tripathi,44,Male,Andheri,"57 B Road, Worli","15 D Avenue, Navi Mumbai",380172408613,9:15,Personal Car,3,Artist,33-43,No Preference,True,None,15.8,Very Uncomfortable,Off-Peak,+91 49603 6088,Yes,Equal,4398.0,3,4,4398.0,2
U4399,Aadi Lobo,20,Male,Bandra,"23 B Lane, Parel","15 D Avenue, Navi Mumbai",388548873815,16:55,Indrive,4,Artist,29-39,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 76509 2064,No,Proportional,4399.0,3,5,4399.0,3
U4400,Prisha Tripathi,53,Male,Nariman Point,"83 A Road, Dadar","15 D Avenue, Navi Mumbai",154461125955,12:40,Personal Car,3,Designer,43-53,Same,True,None,15.8,Very Comfortable,Peak,+91 22524 7846,Yes,Proportional,4400.0,3,5,4400.0,4
U4401,Shreyansh Verma,31,Male,Parel,"97 D Road, Andheri","55 B Avenue, Powai",569738745459,16:32,Uber,2,Designer,25-35,No Preference,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 15319 5866,No,Equal,4401.0,3,3,4401.0,2
U4402,Aisha Patil,26,Female,Worli,"94 D Avenue, Andheri","33 D Avenue, Bandra",536757180272,13:24,Ola,6,Teacher,39-49,No Preference,True,None,15.8,Neutral,Peak,+91 38117 6316,Yes,Equal,4402.0,3,2,4402.0,4
U4403,Krisha Shah,41,Female,Dadar,"83 A Street, Andheri","15 D Avenue, Navi Mumbai",755930668104,20:25,Indrive,3,Manager,42-52,No Preference,False,None,15.8,Somewhat Comfortable,Off-Peak,+91 74573 7352,Yes,Proportional,4403.0,3,4,4403.0,2
U4404,Yusuf Narayan,51,Female,Dadar,"39 A Lane, Juhu","15 D Avenue, Navi Mumbai",586503544970,8:45,Indrive,1,Lawyer,27-37,Same,False,None,15.8,Somewhat Comfortable,Peak,+91 24296 7629,Yes,Proportional,4404.0,3,4,4404.0,3
U4405,Ahana Kumar,53,Male,Colaba,"78 C Street, Powai","59 A Road, Worli",941514613859,17:23,Uber,1,Doctor,30-40,Same,True,None,15.8,Somewhat Comfortable,Peak,+91 92796 4967,No,Proportional,4405.0,3,2,4405.0,2
U4406,Anvi Dutta,26,Female,Goregaon,"9 C Street, Bandra","15 D Avenue, Navi Mumbai",787927021677,6:11,Personal Car,3,Artist,15-25,No Preference,True,None,15.8,Very Uncomfortable,Peak,+91 16541 4933,Yes,Proportional,4406.0,3,3,4406.0,4
U4407,Aarna Nair,45,Male,Juhu,"91 C Lane, Goregaon","87 D Lane, Juhu",352099595179,17:39,Personal Car,3,Manager,27-37,No Preference,True,None,15.8,Somewhat Comfortable,Peak,+91 15374 6387,Yes,Equal,4407.0,3,3,4407.0,4
U4408,Pari Shukla,38,Female,Parel,"23 C Road, Bandra","15 D Avenue, Navi Mumbai",856337721311,17:18,Ola,6,Lawyer,42-52,No Preference,False,None,15.8,Somewhat Comfortable,Peak,+91 17980 8753,Yes,Equal,4408.0,3,4,4408.0,3
U4409,Ridhi Luthra,27,Male,Andheri,"57 D Road, Andheri","4 D Street, Colaba",594519718719,17:12,Personal Car,7,Chef,26-36,No Preference,True,None,15.8,Somewhat Comfortable,Peak,+91 67673 9446,Yes,Proportional,4409.0,3,4,4409.0,3
U4410,Moksh Pandey,47,Female,Bandra,"68 A Lane, Worli","94 C Lane, Powai",608337694966,15:23,Indrive,3,Manager,26-36,Same,False,None,15.8,Somewhat Comfortable,Peak,+91 41746 6426,Yes,Equal,4410.0,3,4,4410.0,4
U4411,Vihaan Soni,50,Male,Andheri,"28 C Avenue, Nariman Point","85 B Street, Colaba",137135312982,6:52,Indrive,2,Artist,16-26,No Preference,True,None,15.8,Very Comfortable,Off-Peak,+91 49405 6154,No,Equal,4411.0,3,4,4411.0,3
U4412,Svar Raju,39,Male,Goregaon,"32 C Avenue, Bandra","15 D Avenue, Navi Mumbai",310578597972,16:46,Indrive,4,Engineer,43-53,Same,False,None,15.8,Very Uncomfortable,Peak,+91 23173 6298,Yes,Equal,4412.0,3,3,4412.0,3
U4413,Kavya Goel,24,Male,Parel,"42 B Avenue, Dadar","15 D Avenue, Navi Mumbai",404811153363,17:35,Indrive,7,Designer,31-41,Same,True,None,15.8,Very Comfortable,Peak,+91 23782 5981,Yes,Proportional,4413.0,3,4,4413.0,4
U4414,Lakshay Verma,23,Female,Nariman Point,"69 A Avenue, Parel","84 A Road, Goregaon",292405342378,15:43,Personal Car,5,Chef,17-27,Same,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 94015 1538,Yes,Proportional,4414.0,3,2,4414.0,2
U4415,Tejas Krishnamurthy,21,Male,Nariman Point,"33 B Road, Colaba","9 C Road, Goregaon",934367582099,13:10,Ola,7,Lawyer,42-52,No Preference,True,None,15.8,Neutral,Peak,+91 63114 4507,Yes,Equal,4415.0,3,2,4415.0,4
U4416,Aisha Agarwal,44,Male,Nariman Point,"80 A Lane, Goregaon","13 C Avenue, Bandra",267010421529,20:22,Personal Car,1,Entrepreneur,16-26,No Preference,True,None,15.8,Very Comfortable,Peak,+91 50982 4582,Yes,Equal,4416.0,3,4,4416.0,4
U4417,Rohan Soni,27,Female,Parel,"11 A Avenue, Bandra","15 D Avenue, Navi Mumbai",346034359216,10:26,Uber,3,Entrepreneur,32-42,No Preference,False,None,15.8,Very Uncomfortable,Peak,+91 35219 5206,No,Proportional,4417.0,3,3,4417.0,2
U4418,Raghav Vohra,44,Female,Colaba,"6 C Street, Powai","88 C Lane, Worli",390832302009,8:38,Ola,7,Chef,25-35,No Preference,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 10324 2105,Yes,Equal,4418.0,3,4,4418.0,2
U4419,Hemant Bajaj,28,Female,Goregaon,"57 D Street, Colaba","68 D Street, Colaba",628548086844,9:42,Personal Car,4,Chef,18-28,Same,True,None,15.8,Somewhat Uncomfortable,Peak,+91 58411 6331,Yes,Not Interested,4419.0,3,3,4419.0,2
U4420,Maryam Sharma,24,Female,Bandra,"85 D Street, Nariman Point","9 C Road, Goregaon",537589002777,10:43,Uber,5,Lawyer,20-30,Same,True,None,15.8,Somewhat Uncomfortable,Peak,+91 17746 3603,Yes,Equal,4420.0,3,4,4420.0,4
U4421,Anvi Ahuja,25,Female,Worli,"80 A Street, Andheri","15 D Avenue, Navi Mumbai",270447708344,11:20,Personal Car,6,Artist,42-52,Same,True,None,15.8,Somewhat Comfortable,Peak,+91 45623 9898,Yes,Proportional,4421.0,3,4,4421.0,2
U4422,Prachi Reddy,33,Male,Parel,"55 D Street, Nariman Point","15 D Avenue, Navi Mumbai",906575574098,7:37,Uber,7,Manager,18-28,Same,False,None,15.8,Somewhat Uncomfortable,Peak,+91 99015 8879,Yes,Equal,4422.0,3,3,4422.0,4
U4423,Rohan Iyer,40,Male,Parel,"17 A Avenue, Dadar","15 B Avenue, Parel",466041234667,12:40,Ola,2,Engineer,43-53,No Preference,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 29536 8028,Yes,Proportional,4423.0,3,3,4423.0,2
U4424,Aahana Dutta,46,Other,Bandra,"94 A Avenue, Bandra","67 C Avenue, Colaba",131852485099,16:53,Personal Car,1,Artist,36-46,No Preference,False,None,15.8,Very Comfortable,Peak,+91 16706 5810,Yes,Proportional,4424.0,3,5,4424.0,3
U4425,Aayush Kumar,53,Female,Nariman Point,"52 D Road, Bandra","15 D Avenue, Navi Mumbai",510829985182,15:58,Personal Car,2,Teacher,33-43,Same,True,None,15.8,Very Uncomfortable,Peak,+91 91970 1330,Yes,Proportional,4425.0,3,3,4425.0,3
U4426,Shaurya Shukla,39,Male,Parel,"83 C Street, Worli","15 D Avenue, Navi Mumbai",595015228843,7:13,Indrive,1,Teacher,44-54,Same,True,None,15.8,Very Comfortable,Peak,+91 31847 2628,Yes,Equal,4426.0,3,5,4426.0,4
U4427,Sara Malhotra,52,Male,Juhu,"32 D Road, Colaba","15 D Avenue, Navi Mumbai",135334266867,12:20,Ola,5,Manager,16-26,Same,True,None,15.8,Very Comfortable,Peak,+91 27334 4296,No,Proportional,4427.0,3,3,4427.0,3
U4428,Samarth Vohra,40,Female,Parel,"91 C Avenue, Parel","36 D Street, Andheri",643139277259,11:14,Uber,7,Designer,43-53,Same,True,None,15.8,Somewhat Comfortable,Off-Peak,+91 34642 8796,No,Equal,4428.0,3,5,4428.0,4
U4429,Armaan Shukla,30,Female,Goregaon,"52 C Street, Goregaon","49 B Avenue, Dadar",964510395978,19:36,Ola,2,Engineer,23-33,No Preference,False,None,15.8,Very Uncomfortable,Peak,+91 95260 9474,No,Proportional,4429.0,3,5,4429.0,2
U4430,Mohammad Bajaj,35,Female,Powai,"16 D Road, Powai","15 D Avenue, Navi Mumbai",651771187123,6:27,Uber,2,Other,26-36,No Preference,True,None,15.8,Very Uncomfortable,Off-Peak,+91 10125 1249,Yes,Equal,4430.0,3,4,4430.0,2
U4431,Sara Chadda,27,Male,Parel,"14 C Road, Dadar","43 A Avenue, Parel",717690495942,9:18,Uber,3,Designer,32-42,No Preference,True,None,15.8,Somewhat Comfortable,Peak,+91 27148 9333,No,Not Interested,4431.0,3,3,4431.0,3
U4432,Kartik Luthra,51,Male,Parel,"84 B Road, Andheri","35 A Lane, Goregaon",450056085520,7:18,Uber,7,Artist,20-30,Same,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 44223 8720,Yes,Equal,4432.0,3,5,4432.0,3
U4433,Adira Reddy,23,Male,Andheri,"34 A Avenue, Worli","90 A Road, Nariman Point",790300257649,17:34,Ola,1,Doctor,38-48,Same,True,None,15.8,Very Uncomfortable,Off-Peak,+91 78103 4400,Yes,Equal,4433.0,3,4,4433.0,4
U4434,Darsh Chawla,28,Female,Andheri,"56 D Street, Juhu","15 D Avenue, Navi Mumbai",871096947728,21:40,Uber,3,Doctor,17-27,Same,False,None,15.8,Very Uncomfortable,Peak,+91 30512 6641,No,Equal,4434.0,3,4,4434.0,3
U4435,Shaurya Banerjee,32,Male,Powai,"42 B Road, Bandra","15 D Avenue, Navi Mumbai",149429208417,16:56,Indrive,2,Teacher,18-28,Same,False,None,15.8,Neutral,Off-Peak,+91 10514 6749,No,Proportional,4435.0,3,3,4435.0,4
U4436,Aanya Trivedi,44,Male,Nariman Point,"29 B Road, Juhu","46 D Lane, Andheri",997089784831,12:50,Ola,1,Manager,36-46,No Preference,True,None,15.8,Somewhat Comfortable,Peak,+91 55572 2082,Yes,Equal,4436.0,3,4,4436.0,4
U4437,Krishna Krishnamurthy,40,Male,Powai,"43 C Avenue, Powai","15 D Avenue, Navi Mumbai",718902800541,16:57,Personal Car,3,Designer,31-41,Same,False,None,15.8,Very Comfortable,Peak,+91 24856 2940,Yes,Proportional,4437.0,3,4,4437.0,2
U4438,Kiara Yadav,56,Male,Bandra,"98 C Street, Colaba","18 B Lane, Parel",469969868764,9:33,Indrive,2,Other,31-41,No Preference,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 15307 7105,No,Equal,4438.0,3,3,4438.0,4
U4439,Aahana Shah,33,Male,Nariman Point,"8 D Street, Parel","15 D Avenue, Navi Mumbai",503859096890,7:33,Indrive,5,Other,24-34,No Preference,True,None,15.8,Very Uncomfortable,Peak,+91 21154 4609,No,Equal,4439.0,3,3,4439.0,4
U4440,Hemant Dhawan,26,Male,Powai,"17 C Road, Colaba","15 D Avenue, Navi Mumbai",120648879433,12:25,Uber,7,Manager,22-32,Same,False,None,15.8,Very Uncomfortable,Off-Peak,+91 64316 4153,Yes,Equal,4440.0,3,5,4440.0,2
U4441,Hemant Tandon,23,Female,Parel,"78 A Road, Juhu","15 D Avenue, Navi Mumbai",607840026234,16:50,Indrive,7,Artist,40-50,Same,True,None,15.8,Somewhat Comfortable,Peak,+91 48616 3313,No,Equal,4441.0,3,5,4441.0,3
U4442,Rahul Chatterjee,46,Female,Andheri,"38 B Avenue, Bandra","15 D Avenue, Navi Mumbai",204568585425,18:13,Ola,3,Manager,25-35,Same,False,None,15.8,Neutral,Peak,+91 27255 1238,No,Equal,4442.0,3,3,4442.0,2
U4443,Armaan Mehra,42,Female,Dadar,"10 C Avenue, Nariman Point","15 D Avenue, Navi Mumbai",165145979390,15:29,Indrive,1,Artist,33-43,No Preference,False,None,15.8,Very Comfortable,Peak,+91 36332 9815,No,Proportional,4443.0,3,4,4443.0,2
U4444,Pari Khurana,35,Female,Colaba,"46 A Avenue, Parel","15 D Avenue, Navi Mumbai",766056634483,6:30,Indrive,6,Other,30-40,No Preference,False,None,15.8,Neutral,Off-Peak,+91 94760 2669,Yes,Proportional,4444.0,3,4,4444.0,4
U4445,Rudra Kohli,42,Male,Worli,"14 A Avenue, Juhu","15 D Avenue, Navi Mumbai",202835008573,16:19,Personal Car,5,Chef,24-34,No Preference,True,None,15.8,Very Uncomfortable,Peak,+91 14488 9361,No,Equal,4445.0,3,3,4445.0,3
U4446,Arshiya Shukla,50,Female,Worli,"13 A Avenue, Bandra","15 D Avenue, Navi Mumbai",229110772089,20:20,Uber,4,Designer,28-38,No Preference,False,None,15.8,Somewhat Uncomfortable,Peak,+91 88072 3865,No,Proportional,4446.0,3,5,4446.0,4
U4447,Ayesha Suri,50,Female,Colaba,"99 D Avenue, Dadar","15 D Avenue, Navi Mumbai",893086047304,12:38,Ola,4,Other,30-40,Same,False,None,15.8,Very Uncomfortable,Peak,+91 44122 6007,No,Proportional,4447.0,3,5,4447.0,2
U4448,Navya Batra,27,Female,Juhu,"65 D Street, Worli","63 C Street, Dadar",641594973336,10:37,Ola,5,Teacher,15-25,No Preference,False,None,15.8,Very Uncomfortable,Peak,+91 33167 9452,Yes,Equal,4448.0,3,5,4448.0,4
U4449,Riya Batra,30,Female,Worli,"11 A Road, Worli","15 D Avenue, Navi Mumbai",985263256298,13:35,Ola,5,Engineer,19-29,Same,True,None,15.8,Very Comfortable,Peak,+91 15118 6049,Yes,Equal,4449.0,3,5,4449.0,2
U4450,Kabir Chawla,58,Female,Bandra,"34 C Street, Colaba","15 D Avenue, Navi Mumbai",366274458570,11:41,Uber,7,Manager,16-26,Same,False,None,15.8,Very Comfortable,Off-Peak,+91 58300 7603,No,Equal,4450.0,3,5,4450.0,4
U4451,Aayush Sethi,19,Male,Powai,"84 D Avenue, Parel","15 D Avenue, Navi Mumbai",997006317369,17:16,Indrive,2,Doctor,22-32,Same,False,None,15.8,Neutral,Peak,+91 33023 3512,Yes,Proportional,4451.0,3,3,4451.0,2
U4452,Hemant Mittal,34,Female,Powai,"84 A Lane, Powai","56 A Lane, Parel",823352944647,12:35,Uber,6,Chef,30-40,No Preference,False,None,15.8,Very Comfortable,Off-Peak,+91 20305 2182,Yes,Equal,4452.0,3,5,4452.0,3
U4453,Maryam Mittal,48,Male,Andheri,"97 B Road, Dadar","96 D Lane, Andheri",756222576369,15:49,Indrive,5,Other,26-36,No Preference,True,None,15.8,Somewhat Uncomfortable,Peak,+91 43021 9095,Yes,Proportional,4453.0,3,2,4453.0,3
U4454,Reyansh Sharma,43,Male,Powai,"46 D Lane, Colaba","15 D Avenue, Navi Mumbai",217666286328,8:12,Ola,6,Lawyer,33-43,No Preference,False,None,15.8,Somewhat Comfortable,Peak,+91 96160 1683,Yes,Equal,4454.0,3,3,4454.0,4
U4455,Kushagra Rathod,18,Female,Colaba,"89 A Lane, Worli","15 D Avenue, Navi Mumbai",795127841329,10:34,Ola,1,Chef,42-52,Same,True,None,15.8,Somewhat Uncomfortable,Off-Peak,+91 81973 9772,Yes,Equal,4455.0,3,2,4455.0,4
U4456,Aniket Jain,18,Male,Powai,"37 C Road, Nariman Point","68 D Street, Colaba",139371076709,12:55,Uber,2,Other,34-44,No Preference,True,None,15.8,Neutral,Peak,+91 89907 2972,Yes,Equal,4456.0,3,3,4456.0,3
U4457,Aadit Soni,35,Male,Nariman Point,"78 D Avenue, Juhu","15 D Avenue, Navi Mumbai",421564467187,16:57,Personal Car,6,Teacher,29-39,Same,False,None,15.8,Neutral,Peak,+91 24282 5109,Yes,Equal,4457.0,3,3,4457.0,3
